date,firm_name,amount_chf,type,location,firm_name_norm,firm_name_clean,ehraid,uid,legal_seat
2022-04-12,Caterra AG,10'000,Grant,Glattpark (Opfikon),caterra ag,caterra ag,1576173.0,CHE229703046,Opfikon
2022-04-12,Beyond Scroll SA,10'000,Grant,Lausanne,beyond scroll sa,beyond scroll sa,1596207.0,CHE434129131,Lausanne
2022-04-12,Adularia AG,10'000,Grant,Zurich ETH Zentrum,adularia ag,adularia ag,1552083.0,CHE226394374,Zürich
2022-04-13,Correntics AG,40'000,Convertible loan,Zürich,correntics ag,correntics ag,1499676.0,CHE408956499,Zürich
2022-04-13,Cimeio Therapeutics AG,49'000'000,Equity,Basel,cimeio therapeutics ag,cimeio therapeutics ag,1447016.0,CHE465367689,Basel
2022-04-13,beqom SA,287'000'000,Equity,Nyon,beqom sa,beqom sa,935981.0,CHE114718819,Nyon
2022-04-13,Voltiris SA,40'000,Convertible loan,Lausanne,voltiris sa,voltiris sa,1529262.0,CHE318703048,Epalinges
2022-04-13,CDR-Life AG,72'800'000,Equity,Schlieren,cdr-life ag,cdr-life ag,1293184.0,CHE255051249,Horgen
2022-04-14,CSky SA,100'000,Grant,Prilly,csky sa,csky sa,1585351.0,CHE208898501,Prilly
2022-04-14,Adaptyv Biosystems Sàrl,Undisclosed,Equity,Epalinges,adaptyv biosystems sàrl,adaptyv biosystems sàrl,1512226.0,CHE364352615,Epalinges
2022-04-19,Experify AG,3'790'000,Equity,Zürich,experify ag,experify ag,1403482.0,CHE377954338,Zürich
2022-04-20,Limula SA,1'171'000,Grant,La Tour-de-Peilz,limula sa,limula sa,1459463.0,CHE409279000,La Tour-de-Peilz
2022-04-20,Ceidos SA,1'171'000,Grant,Sion,ceidos sa,ceidos sa,1404593.0,CHE428571493,Sion
2022-04-25,Menhir Photonics AG,1'217'000,Grant,Glattbrugg,menhir photonics ag,menhir photonics ag,1348384.0,CHE495737130,Rümlang
2022-04-26,picterra SA,6'333'000,Equity,ecublens,picterra sa,picterra sa,1264139.0,CHE459833499,Chavannes-près-Renens
2022-04-26,SonarSource SA,401'430'000,Equity,Plan-les-Quates,sonarsource sa,sonarsource sa,926929.0,CHE114587664,Vernier
2022-04-26,hemotune AG,7'250'000,Equity,Schlieren,hemotune ag,hemotune ag,1320080.0,CHE312229634,Schlieren
2022-04-27,Pelt8 AG,130'000,Convertible loan,Zurich,pelt8 ag,pelt8 ag,1498301.0,CHE314768238,Zürich
2022-04-30,WattAnyWhere SA,600'000,Equity,Sion,wattanywhere sa,wattanywhere sa,1508173.0,CHE219506774,Sion
2022-05-01,INERGIO Technologies SA,700'000,Grant,Lausanne,inergio technologies sa,inergio technologies sa,1449260.0,CHE139710604,Chexbres
2022-05-01,Witty Works AG,1'180'000,Convertible loan,Zürich,witty works ag,witty works ag,1364600.0,CHE400562257,Zürich
2022-05-01,Archimethod SA,200'000,Grant,Comano,archimethod sa,archimethod sa,1485542.0,CHE356070089,Comano
2022-05-01,Correntics AG,200'000,Grant,Zürich,correntics ag,correntics ag,1499676.0,CHE408956499,Zürich
2022-05-01,Emissium SA,100'000,Grant,Sion,emissium sa,emissium sa,1590510.0,CHE465831014,Sion
2022-05-01,PeriVision SA,805'000,Grant,Epalinges,perivision sa,perivision sa,1528855.0,CHE336028606,Epalinges
2022-05-03,Infrascreen SA,1'465'000,Equity,Neuchatel,infrascreen sa,infrascreen sa,1407763.0,CHE304860262,Neuchâtel
2022-05-03,Engimmune Therapeutics AG,15'500'000,Equity,Basel,engimmune therapeutics ag,engimmune therapeutics ag,1499316.0,CHE218178555,Allschwil
2022-05-03,Aero41 SA,700'000,Equity,Molondin,aero41 sa,aero41 sa,1370958.0,CHE312412919,Molondin
2022-05-04,HemostOD SA,100'000,Loan,St Sulpice,hemostod sa,hemostod sa,1444124.0,CHE278248627,Saint-Sulpice (VD)
2022-05-04,aXedras AG,Undisclosed,Equity,Zug,axedras ag,axedras ag,1405361.0,CHE298811224,Zug
2022-05-05,Encelta AG,1'432'000,Grant,Basel,encelta ag,encelta ag,1607021.0,CHE241785173,Basel
2022-05-05,Tune Insight SA,100'000,Loan,Lausanne,tune insight sa,tune insight sa,1501988.0,CHE357768761,Ecublens (VD)
2022-05-06,Cyltronic AG,1'200'000,Equity,Winterthur,cyltronic ag,cyltronic ag,1454800.0,CHE490487322,Winterthur
2022-05-10,Zario AG,10'000,Grant,Manno,zario ag,zario ag,1594403.0,CHE249542183,Manno
2022-05-10,Qaptis Sàrl,100'000,Loan,Sion,qaptis sàrl,qaptis sàrl,1495714.0,CHE239683362,Ecublens (VD)
2022-05-10,NEMATX AG,Undisclosed,Convertible loan,Zürich,nematx ag,nematx ag,1434746.0,CHE375597167,Zürich
2022-05-10,AKSELOS SA,16'111'000,Equity,Lausanne,akselos sa,akselos sa,1059298.0,CHE268255809,Ecublens (VD)
2022-05-10,metaLead Therapeutics AG,10'000,Grant,Basel,metalead therapeutics ag,metalead therapeutics ag,1597609.0,CHE306518202,Basel
2022-05-10,rrreefs AG,10'000,Grant,Zürich,rrreefs ag,rrreefs ag,1602963.0,CHE439909739,Zürich
2022-05-11,Lightly AG,2'930'000,Equity,Zürich,lightly ag,lightly ag,1367575.0,CHE286361875,Zürich
2022-05-11,Nexenic AG,Undisclosed,Equity,Winterthur,nexenic ag,nexenic ag,1354166.0,CHE305727447,Winterthur
2022-05-11,Simon & Josef GmbH,40'000,Convertible loan,Giffers,simon & josef gmbh,simon & josef gmbh,1445915.0,CHE316451025,Giffers
2022-05-11,WattAnyWhere SA,40'000,Convertible loan,Sion,wattanywhere sa,wattanywhere sa,1508173.0,CHE219506774,Sion
2022-05-11,EVOLY Sàrl,40'000,Convertible loan,Chavannes-près-Renens,evoly sàrl,evoly sàrl,1496496.0,CHE158738299,Chavannes-près-Renens
2022-05-12,kinastic AG,Undisclosed,Equity,Winterthur,kinastic ag,kinastic ag,1282444.0,CHE169080713,Zürich
2022-05-15,Biosimo AG,150'000,Grant,Zürich ETH-Hönggerberg,biosimo ag,biosimo ag,1535874.0,CHE275849546,Zürich
2022-05-15,Rentkee SA,67'000,Equity,Delémont,rentkee sa,rentkee sa,1536328.0,CHE445000783,Delémont
2022-05-18,Avelo AG,100'000,Convertible loan,Schlieren,avelo ag,avelo ag,1456812.0,CHE316141151,Schlieren
2022-05-18,NXI Therapeutics AG,150'000,Convertible loan,Basel,nxi therapeutics ag,nxi therapeutics ag,1486330.0,CHE267247256,Basel
2022-05-18,Voltiris SA,100'000,Loan,Lausanne,voltiris sa,voltiris sa,1529262.0,CHE318703048,Epalinges
2022-05-18,Composite Recycling SA,10'000,Award,Ecublens,composite recycling sa,composite recycling sa,1495056.0,CHE297144945,Ecublens (VD)
2022-05-19,flowbone SA,1'200'000,Grant,Lausanne,flowbone sa,flowbone sa,1446768.0,CHE227813793,Ecublens (VD)
2022-05-23,Pitcher AG,Undisclosed,,Zürich,pitcher ag,pitcher ag,970364.0,CHE115395630,Zürich
2022-05-23,alao AG,1'250'000,Convertible loan,8006 Zürich,alao ag,alao ag,1301980.0,CHE488569169,Zürich
2022-05-24,Batterylog GmbH,10'000,Grant,Bern,batterylog gmbh,batterylog gmbh,1538263.0,CHE165191779,Bern
2022-05-24,inSEIT AG,10'000,Grant,Bern,inseit ag,inseit ag,1558989.0,CHE348753660,Bern
2022-05-24,Capt'n Greenfin AG,10'000,Grant,Bern,capt'n greenfin ag,capt'n greenfin ag,1546375.0,CHE482795000,Bern
2022-05-24,Alithea Genomics SA,1'000'000,Equity,Cossonay-Ville,alithea genomics sa,alithea genomics sa,1438234.0,CHE218846606,Epalinges
2022-05-25,Biosimo AG,65'000,Grant,Zürich ETH-Hönggerberg,biosimo ag,biosimo ag,1535874.0,CHE275849546,Zürich
2022-05-25,Enerdrape SA,50'000,Award,Renens,enerdrape sa,enerdrape sa,1490014.0,CHE421256168,Renens (VD)
2022-05-25,Relai AG,2'248'000,Equity,Zürich,relai ag,relai ag,1455745.0,CHE340229036,Zürich
2022-05-25,OVOMIND SA,40'000,Convertible loan,Plan-les-Ouates,ovomind sa,ovomind sa,1516332.0,CHE369456529,Plan-les-Ouates
2022-05-25,SwissInspect Sàrl,40'000,Convertible loan,Lausanne,swissinspect sàrl,swissinspect sàrl,1489558.0,CHE437795436,Ecublens (VD)
2022-05-25,TOSA swisstech SA,40'000,Convertible loan,Courroux,tosa swisstech sa,tosa swisstech sa,1464166.0,CHE414912381,Delémont
2022-05-27,Biosimo AG,100'000,Convertible loan,Zürich ETH-Hönggerberg,biosimo ag,biosimo ag,1535874.0,CHE275849546,Zürich
2022-05-30,Noriware AG,25'000,Grant,Lupfig,noriware ag,noriware ag,1556984.0,CHE316234404,Lupfig
2022-05-31,Smeetz SA,4'100'000,Equity,Renens,smeetz sa,smeetz sa,1248568.0,CHE205861430,Lausanne
2022-05-31,Cybera Global AG,5'000'000,Equity,Zurich,cybera global ag,cybera global ag,1434914.0,CHE145311336,Zürich
2022-05-31,WattAnyWhere SA,100'000,Equity,Sion,wattanywhere sa,wattanywhere sa,1508173.0,CHE219506774,Sion
2022-05-31,Isochronic AG,10'000,Award,Denges,isochronic ag,isochronic ag,1452214.0,CHE218280886,Denges
2022-05-31,Tandem Therapeutics AG,704'501,Grant,Schlieren,tandem therapeutics ag,tandem therapeutics ag,1590598.0,CHE192070977,Schlieren
2022-05-31,Droople SA,1'000'000,Equity,Puidoux,droople sa,droople sa,1347662.0,CHE409127471,Puidoux
2022-06-01,Avea Life AG,2'500'000,Equity,Zug,avea life ag,avea life ag,1496296.0,CHE341800867,Zug
2022-06-01,Meteomatics AG,13'500'000,Equity,St. Gallen,meteomatics ag,meteomatics ag,1053522.0,CHE375414829,St. Gallen
2022-06-01,CAOS AG,2'300'000,Equity,St. Gallen,caos ag,caos ag,1391256.0,CHE163589042,St. Gallen
2022-06-01,Odne AG,940'000,Equity,Dübendorf,odne ag,odne ag,1346523.0,CHE165176923,Dübendorf
2022-06-01,Block Green AG,2'700'000,Convertible loan,Rotkreuz,block green ag,block green ag,1516073.0,CHE215033104,Risch
2022-06-01,Yourasset AG,Undisclosed,Convertible loan,Zürich,yourasset ag,yourasset ag,1440943.0,CHE401897890,Zürich
2022-06-01,Enlightra Sàrl,1'600'000,Grant,Lausanne,enlightra sàrl,enlightra sàrl,1334362.0,CHE397620751,Renens (VD)
2022-06-01,SulPayments SA,500'000,Equity,Fribourg,sulpayments sa,sulpayments sa,1540401.0,CHE278241625,Fribourg
2022-06-01,HammerDrum AG,350'000,Equity,Zug,hammerdrum ag,hammerdrum ag,1534941.0,CHE262201821,Zug
2022-06-01,Tide Ocean SA,1'200'000,Loan,Lengnau,tide ocean sa,tide ocean sa,1410360.0,CHE138803657,Lengnau (BE)
2022-06-01,Cassio-P SA,130'000,Grant,Morges,cassio-p sa,cassio-p sa,1622292.0,CHE229407085,Neuchâtel
2022-06-02,WattAnyWhere SA,5'300,Award,Sion,wattanywhere sa,wattanywhere sa,1508173.0,CHE219506774,Sion
2022-06-03,PB&B SA,524'462,Loan,Lausanne,pb&b sa,pb&b sa,1164831.0,CHE180364998,Lausanne
2022-06-03,Nexxiot AG,76'000'000,Equity,Zürich,nexxiot ag,nexxiot ag,1214492.0,CHE429226969,Zürich
2022-06-06,HekeTiss SA,50'000,Grant,Plan-les-Ouates,heketiss sa,heketiss sa,1513198.0,CHE488565326,Plan-les-Ouates
2022-06-06,Grensol AG,360'000,Grant,Zürich,grensol ag,grensol ag,1481085.0,CHE341961559,Zürich
2022-06-07,ImmunOs Therapeutics AG,71'000'000,Equity,Schlieren,immunos therapeutics ag,immunos therapeutics ag,1203767.0,CHE456329046,Schlieren
2022-06-08,Enerdrape SA,200'000,Grant,Renens,enerdrape sa,enerdrape sa,1490014.0,CHE421256168,Renens (VD)
2022-06-08,Mila AG,1'940'000,Equity,Zurich,mila ag,mila ag,1138007.0,CHE220287171,Zürich
2022-06-08,BioVersys AG,24'200'000,Equity,Basel,bioversys ag,bioversys ag,922224.0,CHE114512761,Basel
2022-06-08,FimmCyte AG,100'000,Convertible loan,Basel,fimmcyte ag,fimmcyte ag,1518763.0,CHE174194506,Basel
2022-06-09,Droople SA,500'000,Loan,Puidoux,droople sa,droople sa,1347662.0,CHE409127471,Puidoux
2022-06-10,Laevitas SA,2'380'000,Equity,,laevitas sa,laevitas sa,1480786.0,CHE229097033,Prangins
2022-06-13,Foxstone SA,10'000'000,Equity,Geneva,foxstone sa,foxstone sa,1278567.0,CHE371959426,Genève
2022-06-14,eightinks AG,10'000,Grant,Winterthur,eightinks ag,eightinks ag,1567189.0,CHE413758373,Winterthur
2022-06-14,AtlasVR AG,10'000,Grant,Flüelen,atlasvr ag,atlasvr ag,1517716.0,CHE391333678,Flüelen
2022-06-15,NexMR AG,40'000,Convertible loan,Schlieren,nexmr ag,nexmr ag,1539209.0,CHE461095635,Schlieren
2022-06-15,Zynnon AG,850'000,Equity,Schindellegi,zynnon ag,zynnon ag,1416055.0,CHE283185984,Feusisberg
2022-06-15,Avelo AG,380'000,Grant,Schlieren,avelo ag,avelo ag,1456812.0,CHE316141151,Schlieren
2022-06-15,Limula SA,4'750'000,Grant,La Tour-de-Peilz,limula sa,limula sa,1459463.0,CHE409279000,La Tour-de-Peilz
2022-06-15,Rhovica Neuroimaging AG,40'000,Convertible loan,Bern,rhovica neuroimaging ag,rhovica neuroimaging ag,1572764.0,CHE360994571,Bern
2022-06-15,AMNIS Treasury Services AG,8'600'000,Equity,Zürich,amnis treasury services ag,amnis treasury services ag,1197762.0,CHE264153386,Zürich
2022-06-17,CryoThermo 4.0 Sàrl,8'000,Grant,Courroux,cryothermo 4.0 sàrl,cryothermo 4.0 sàrl,1528520.0,CHE354871888,Courroux
2022-06-21,Nexenic AG,1'800'000,Equity,Winterthur,nexenic ag,nexenic ag,1354166.0,CHE305727447,Winterthur
2022-06-22,NEMATX AG,100'000,Award,Zürich,nematx ag,nematx ag,1434746.0,CHE375597167,Zürich
2022-06-22,Nemosia AG,100'000,Award,Winterthur,nemosia ag,nemosia ag,1553132.0,CHE152389214,Winterthur
2022-06-22,Composite Recycling SA,100'000,Award,Ecublens,composite recycling sa,composite recycling sa,1495056.0,CHE297144945,Ecublens (VD)
2022-06-23,Composite Recycling SA,200'000,Grant,Ecublens,composite recycling sa,composite recycling sa,1495056.0,CHE297144945,Ecublens (VD)
2022-06-24,Metaphysiks Engineering SA,1'917'880,Equity,Nyon,metaphysiks engineering sa,metaphysiks engineering sa,1403159.0,CHE168040941,Nyon
2022-06-27,Adoram Therapeutics SA,100'000,Equity,Grand-Lancy,adoram therapeutics sa,adoram therapeutics sa,1542020.0,CHE414015961,Lancy
2022-06-28,viboo AG,150'000,Grant,Dübendorf,viboo ag,viboo ag,1530550.0,CHE386795754,Dübendorf
2022-06-28,Amporin Pharmaceuticals AG,10'000,Award,Basel,amporin pharmaceuticals ag,amporin pharmaceuticals ag,1636333.0,CHE337200500,Basel
2022-06-28,Composite Recycling SA,20'000,Award,Ecublens,composite recycling sa,composite recycling sa,1495056.0,CHE297144945,Ecublens (VD)
2022-06-28,Zynnon AG,800'000,Grant,Schindellegi,zynnon ag,zynnon ag,1416055.0,CHE283185984,Feusisberg
2022-06-28,Moonlight AI Sàrl,85'000,Award,Courroux,moonlight ai sàrl,moonlight ai sàrl,1548650.0,CHE223971358,Courroux
2022-06-28,Enerdrape SA,150'000,Award,Renens,enerdrape sa,enerdrape sa,1490014.0,CHE421256168,Renens (VD)
2022-06-28,School Rebound SA,50'000,Loan,Ecublens,school rebound sa,school rebound sa,1470906.0,CHE382422099,Vevey
2022-06-28,Zurich Soft Robotics GmbH,10'000,Grant,Zürich,zurich soft robotics gmbh,zurich soft robotics gmbh,1536533.0,CHE494206522,Zürich
2022-06-28,Vamoz AG,10'000,Grant,Zürich,vamoz ag,vamoz ag,1563576.0,CHE489454994,Risch
2022-06-28,IsoSpec Analytics SA,10'000,Grant,Denens,isospec analytics sa,isospec analytics sa,1558020.0,CHE201826759,Denens
2022-06-29,Composite Recycling SA,150'000,Grant,Ecublens,composite recycling sa,composite recycling sa,1495056.0,CHE297144945,Ecublens (VD)
2022-06-29,DeepJudge AG,48'000,Award,Zürich,deepjudge ag,deepjudge ag,1468499.0,CHE376843268,Zürich
2022-06-29,School Rebound SA,40'000,Convertible loan,Ecublens,school rebound sa,school rebound sa,1470906.0,CHE382422099,Vevey
2022-06-29,MinWave Technologies SA,40'000,Convertible loan,Crissier,minwave technologies sa,minwave technologies sa,1485371.0,CHE453826733,Crissier
2022-06-30,Cowa Thermal Solutions AG,1'000'000,Equity,Root D4,cowa thermal solutions ag,cowa thermal solutions ag,1394670.0,CHE220517715,Root
2022-06-30,QUMEA AG,1'200'000,Grant,Solothurn,qumea ag,qumea ag,1409696.0,CHE439197016,Solothurn
2022-06-30,Qaptis Sàrl,28'220,Grant,Sion,qaptis sàrl,qaptis sàrl,1495714.0,CHE239683362,Ecublens (VD)
2022-07-01,MPC Therapeutics SA,Undisclosed,Equity,Genève,mpc therapeutics sa,mpc therapeutics sa,1369672.0,CHE432161098,Genève
2022-07-01,BellwaldTec GmbH,430'000,Grant,Bellwald,bellwaldtec gmbh,bellwaldtec gmbh,691507.0,CHE109856203,Bellwald
2022-07-01,Mobyfly SA,700'000,Equity,Collonges,mobyfly sa,mobyfly sa,1423849.0,CHE411760494,Port-Valais
2022-07-01,New Generation Tanks SA,150'000,Grant,RENENS,new generation tanks sa,new generation tanks sa,1342802.0,CHE189773676,Le Mont-sur-Lausanne
2022-07-01,Cassiopee Applied Analytical Systems Sàrl,230'000,Award,Carrouge,cassiopee applied analytical systems sàrl,cassiopee applied analytical systems sàrl,1309567.0,CHE492603349,Jorat-Mézières
2022-07-01,NXI Therapeutics AG,150'000,Grant,Basel,nxi therapeutics ag,nxi therapeutics ag,1486330.0,CHE267247256,Basel
2022-07-01,a-metal AG,130'000,Grant,Zürich,a-metal ag,a-metal ag,1579871.0,CHE177137700,Zürich
2022-07-01,Mamimoves AG,200'000,Loan,Zürich,mamimoves ag,mamimoves ag,1519608.0,CHE299032783,Zürich
2022-07-01,DillySocks AG,280'000,Equity,Zürich,dillysocks ag,dillysocks ag,1161622.0,CHE457921833,Zürich
2022-07-01,EDAPHOS SA,2'146'869,Equity,Chêne-Bourg,edaphos sa,edaphos sa,1356442.0,CHE487606974,Carouge (GE)
2022-07-04,Typewise AG,500'000,Equity,Schlieren,typewise ag,typewise ag,1024725.0,CHE222930167,Zürich
2022-07-04,Transmutex SA,100'000,Award,Vernier,transmutex sa,transmutex sa,1402964.0,CHE378932049,Vernier
2022-07-04,ZuriMED Technologies AG,6'800'000,Equity,Zurich,zurimed technologies ag,zurimed technologies ag,1234271.0,CHE443849572,Zürich
2022-07-04,V-Labs SA,100'000,Award,Plan-les-Ouates,v-labs sa,v-labs sa,1266307.0,CHE196073147,Plan-les-Ouates
2022-07-05,DeepJudge AG,20'000,Award,Zürich,deepjudge ag,deepjudge ag,1468499.0,CHE376843268,Zürich
2022-07-05,VectivBio AG,54'000'000,Equity,Basel,vectivbio ag,vectivbio ag,1394788.0,CHE242508908,Basel
2022-07-06,DeepPsy AG,20'000,Grant,Zollikerberg,deeppsy ag,deeppsy ag,1500872.0,CHE390591982,Zollikon
2022-07-06,Bearmind SA,850'000,Grant,Lausanne,bearmind sa,bearmind sa,1510036.0,CHE259831111,Ecublens (VD)
2022-07-06,qiibee AG,4'800'000,Equity,Zug,qiibee ag,qiibee ag,1099233.0,CHE430610464,Zug
2022-07-07,b-rayZ AG,4'000'000,Equity,Schlieren,b-rayz ag,b-rayz ag,1417944.0,CHE412453385,Schlieren
2022-07-07,Findependent AG,1'200'000,Equity,Aarau,findependent ag,findependent ag,1397771.0,CHE457582576,Lenzburg
2022-07-08,Testmate Health SA,530'000,Grant,Chavannes-de-Bogis,testmate health sa,testmate health sa,1434668.0,CHE231678216,Epalinges
2022-07-08,Spacetek Technology AG,2'200'000,Equity,Gümligen,spacetek technology ag,spacetek technology ag,1341393.0,CHE481145093,Muri bei Bern
2022-07-08,Oxoia AG,Undisclosed,Equity,Baden,oxoia ag,oxoia ag,1444826.0,CHE248795362,Klingnau
2022-07-08,RouteRank SA,Undisclosed,Equity,Lausanne,routerank sa,routerank sa,886029.0,CHE113848425,Ecublens (VD)
2022-07-12,Pexapark AG,8'000'000,Equity,Schlieren,pexapark ag,pexapark ag,1311889.0,CHE217794473,Schlieren
2022-07-12,ASTRA Therapeutics AG,10'000,Grant,Villigen,astra therapeutics ag,astra therapeutics ag,1394236.0,CHE157342527,Villigen
2022-07-12,Stableton Financial AG,15'000'000,Equity,Zürich,stableton financial ag,stableton financial ag,1369444.0,CHE359212026,Zug
2022-07-12,irmos technologies AG,10'000,Grant,Zürich,irmos technologies ag,irmos technologies ag,1575124.0,CHE383512167,Zürich
2022-07-12,Enerdrape SA,100'000,Grant,Renens,enerdrape sa,enerdrape sa,1490014.0,CHE421256168,Renens (VD)
2022-07-12,Sharely Schweiz AG,20'000,Grant,6300 Zug,sharely schweiz ag,sharely schweiz ag,1500731.0,CHE434205370,Zug
2022-07-13,FimmCyte AG,150'000,Award,Basel,fimmcyte ag,fimmcyte ag,1518763.0,CHE174194506,Basel
2022-07-13,Adularia AG,40'000,Convertible loan,Zurich ETH Zentrum,adularia ag,adularia ag,1552083.0,CHE226394374,Zürich
2022-07-13,wefox Holding AG,393'000'000,Equity,Zürich,wefox holding ag,wefox holding ag,1201794.0,CHE375651476,Zürich
2022-07-13,Morgen AG,1'000'000,Equity,Zürich,morgen ag,morgen ag,1484225.0,CHE216439443,Zürich
2022-07-13,Zario AG,40'000,Convertible loan,Manno,zario ag,zario ag,1594403.0,CHE249542183,Manno
2022-07-14,Calingo Insurance AG,1'500'000,Equity,Niederweningen,calingo insurance ag,calingo insurance ag,1442947.0,CHE482680199,Niederweningen
2022-07-15,4D Lifetec AG,1'900'000,Equity,Cham,4d lifetec ag,4d lifetec ag,1200281.0,CHE194393865,Cham
2022-07-15,WYTH SA,1'600'000,Equity,Lugano,wyth sa,wyth sa,1439171.0,CHE290639720,Lugano
2022-07-18,Procavea Biotech AG,Undisclosed,Grant,Zurich,procavea biotech ag,procavea biotech ag,1626893.0,CHE178079086,Zürich
2022-07-18,LocalBini AG,600'000,Equity,St. Gallen,localbini ag,localbini ag,1446881.0,CHE241752481,St. Gallen
2022-07-19,Ava AG,Undisclosed,Equity,Zürich,ava ag,ava ag,1471722.0,CHE134100396,Solothurn
2022-07-19,Octotronic AG,750'000,Equity,Küsnacht ZH,octotronic ag,octotronic ag,1454714.0,CHE320390295,Zürich
2022-07-20,irmos technologies AG,5'000,Grant,Zürich,irmos technologies ag,irmos technologies ag,1575124.0,CHE383512167,Zürich
2022-07-22,Addex Pharma SA,4'200'000,Equity,Plan-les-Ouate,addex pharma sa,addex pharma sa,675537.0,CHE109561624,Plan-les-Ouates
2022-07-26,Deep Breath Intelligence AG,2'750'000,Equity,Rotkreuz,deep breath intelligence ag,deep breath intelligence ag,1370547.0,CHE429840477,Risch
2022-07-27,WattAnyWhere SA,1'300'000,Equity,Sion,wattanywhere sa,wattanywhere sa,1508173.0,CHE219506774,Sion
2022-07-28,grape insurance AG,1'700'000,Equity,Zürich,grape insurance ag,grape insurance ag,1513070.0,CHE313051787,Zürich
2022-07-29,Piomic Medical AG,7'500'000,Equity,Zürich,piomic medical ag,piomic medical ag,1270743.0,CHE195473024,Zürich
2022-07-31,Hexisense SA,Undisclosed,Convertible loan,Lausanne,hexisense sa,hexisense sa,1409162.0,CHE305611158,Lausanne
2022-08-01,contactify AG,450'000,Equity,Winterthur,contactify ag,contactify ag,1447037.0,CHE201643584,Winterthur
2022-08-02,Accessing SA,245'000,Equity,LAUSANNE,accessing sa,accessing sa,1420054.0,CHE142350417,Lausanne
2022-08-02,Agora Care SA,1'800'000,Equity,Plan-les-Ouates,agora care sa,agora care sa,1490853.0,CHE318903127,Plan-les-Ouates
2022-08-03,IsoSpec Analytics SA,100'000,Award,Denens,isospec analytics sa,isospec analytics sa,1558020.0,CHE201826759,Denens
2022-08-03,Swistor SA,100'000,Award,Lausanne,swistor sa,swistor sa,1554094.0,CHE140720762,Lausanne
2022-08-04,Corintis SA,100'000,Convertible loan,Lausanne,corintis sa,corintis sa,1523678.0,CHE434318459,Ecublens (VD)
2022-08-05,xFarm Technologies SA,16'500'000,Equity,Manno,xfarm technologies sa,xfarm technologies sa,1367474.0,CHE478748977,Manno
2022-08-08,HipHipHub AG,100'000,Convertible loan,Nottwil,hiphiphub ag,hiphiphub ag,1496517.0,CHE386127848,Nottwil
2022-08-09,a-metal AG,10'000,Grant,Zürich,a-metal ag,a-metal ag,1579871.0,CHE177137700,Zürich
2022-08-09,CreatorSpace AG,1'600'000,Equity,Zurich,creatorspace ag,creatorspace ag,1538912.0,CHE429299023,Zürich
2022-08-09,Ampliphi GmbH,10'000,Grant,Thun,ampliphi gmbh,ampliphi gmbh,1540299.0,CHE254941270,Thun
2022-08-09,CompagOs AG,10'000,Grant,Hünenberg,compagos ag,compagos ag,1603594.0,CHE130673718,Hünenberg
2022-08-09,STEVmotion Sàrl,10'000,Grant,Mathod,stevmotion sàrl,stevmotion sàrl,1551860.0,CHE490053805,Mathod
2022-08-10,rrreefs AG,40'000,Convertible loan,Zürich,rrreefs ag,rrreefs ag,1602963.0,CHE439909739,Zürich
2022-08-10,Tandem Therapeutics AG,40'000,Convertible loan,Schlieren,tandem therapeutics ag,tandem therapeutics ag,1590598.0,CHE192070977,Schlieren
2022-08-10,Capt'n Greenfin AG,40'000,Convertible loan,Bern,capt'n greenfin ag,capt'n greenfin ag,1546375.0,CHE482795000,Bern
2022-08-12,Urban Connect AG,Undisclosed,Equity,Zürich,urban connect ag,urban connect ag,1134858.0,CHE441864827,Zürich
2022-08-15,4QT Holding AG,Undisclosed,Equity,Zürich,4qt holding ag,4qt holding ag,1551480.0,CHE340985988,Zürich
2022-08-15,CryoThermo 4.0 Sàrl,75'000,Grant,Courroux,cryothermo 4.0 sàrl,cryothermo 4.0 sàrl,1528520.0,CHE354871888,Courroux
2022-08-15,Navignostics AG,1'000'000,Convertible loan,Horgen,navignostics ag,navignostics ag,1530539.0,CHE325190579,Horgen
2022-08-16,Bearmind SA,100'000,Loan,Lausanne,bearmind sa,bearmind sa,1510036.0,CHE259831111,Ecublens (VD)
2022-08-17,SightIn Health SA,100'000,Convertible loan,Crans-Montana,sightin health sa,sightin health sa,1523848.0,CHE265520470,Crans-Montana
2022-08-18,TWIICE SA,100'000,Loan,Renens VD,twiice sa,twiice sa,1467117.0,CHE483762701,Renens (VD)
2022-08-22,Kinarus AG,20'000'000,Convertible loan,Basel,kinarus ag,kinarus ag,1318305.0,CHE496256034,Basel
2022-08-24,apheros AG,10'000,Grant,Zürich ETH-Hönggerberg,apheros ag,apheros ag,1602157.0,CHE341928007,Zürich
2022-08-24,Alter Ego Technologies AG,10'000,Grant,Zurich,alter ego technologies ag,alter ego technologies ag,1574659.0,CHE365655685,Zürich
2022-08-24,femtoG AG,10'000,Grant,Zürich,femtog ag,femtog ag,1647909.0,CHE465963348,Zürich
2022-08-24,inSEIT AG,40'000,Convertible loan,Bern,inseit ag,inseit ag,1558989.0,CHE348753660,Bern
2022-08-24,metaLead Therapeutics AG,40'000,Convertible loan,Basel,metalead therapeutics ag,metalead therapeutics ag,1597609.0,CHE306518202,Basel
2022-08-26,NOMOQ AG,5'000'000,Equity,Zürich,nomoq ag,nomoq ag,1518109.0,CHE470426518,Zürich
2022-08-26,Hair and Skin Medical AG,4'600'000,Equity,Winterthur,hair and skin medical ag,hair and skin medical ag,1429034.0,CHE267750236,Winterthur
