date,firm_name,amount_chf,type,location,firm_name_norm,firm_name_clean,ehraid,uid,legal_seat
2022-08-26,ExerGo SA,500'000,Loan,Yverdon-les-bains,exergo sa,exergo sa,1353380.0,CHE449975270,Yverdon-les-Bains
2022-08-29,deskbird AG,5'000'000,Equity,St.Gallen,deskbird ag,deskbird ag,1451161.0,CHE193964133,St. Gallen
2022-08-30,Aseptuva AG,500'000,Equity,Bern,aseptuva ag,aseptuva ag,1469109.0,CHE386976333,Bern
2022-08-31,Sensawear AG,150'000,Convertible loan,Bern,sensawear ag,sensawear ag,1569818.0,CHE232435604,Bern
2022-08-31,KOMP-ACT SA,400'000,Loan,Renens,komp-act sa,komp-act sa,1357477.0,CHE257238741,Renens (VD)
2022-08-31,CompPair Technologies SA,Undisclosed,Convertible loan,Lausanne,comppair technologies sa,comppair technologies sa,1421625.0,CHE298133861,Ecublens (VD)
2022-08-31,PIPRA AG,2'100'000,Equity,Zürich,pipra ag,pipra ag,1405026.0,CHE299810345,Zürich
2022-09-01,Selma Finance AG,7'000'000,Equity,Arth,selma finance ag,selma finance ag,1284022.0,CHE271699590,Zürich
2022-09-01,Skribble AG,10'000'000,Equity,Zurich,skribble ag,skribble ag,1342508.0,CHE397613998,Zürich
2022-09-01,Hemetron AG,342'000,Grant,Thalwil,hemetron ag,hemetron ag,1509017.0,CHE431378471,Thalwil
2022-09-01,Planted Foods AG,70'000'000,Equity,Kemptthal,planted foods ag,planted foods ag,1399703.0,CHE398606506,Lindau
2022-09-01,Adoram Therapeutics SA,878'000,Grant,Grand-Lancy,adoram therapeutics sa,adoram therapeutics sa,1542020.0,CHE414015961,Lancy
2022-09-01,IMAI MedTech GmbH,470'000,Grant,Schlieren,imai medtech gmbh,imai medtech gmbh,1629820.0,CHE308576357,Schlieren
2022-09-01,Yasai AG,2'000'000,Loan,Zurich,yasai ag,yasai ag,1422566.0,CHE461377370,Zürich
2022-09-06,machineMD AG,3'200'000,Equity,Bern,machinemd ag,machinemd ag,1420187.0,CHE143068099,Bern
2022-09-07,Flyability SA,15'000'000,Equity,Paudex,flyability sa,flyability sa,1195530.0,CHE348376646,Ecublens (VD)
2022-09-08,Amplo AG,1'600'000,Equity,Zürich,amplo ag,amplo ag,1438611.0,CHE131786294,Zürich
2022-09-11,DAAV SA,150'000,Convertible loan,Biel,daav sa,daav sa,1364690.0,CHE455367989,Biel/Bienne
2022-09-12,Equip Club SA,5'000'000,Equity,Rolle,equip club sa,equip club sa,1498269.0,CHE487022750,Rolle
2022-09-13,SolidWatts SA,10'000,Grant,Pully,solidwatts sa,solidwatts sa,1559059.0,CHE199078187,Pully
2022-09-13,Nautica Technologies AG,10'000,Grant,Zürich,nautica technologies ag,nautica technologies ag,1652439.0,CHE158577406,Zürich
2022-09-14,eightinks AG,40'000,Convertible loan,Winterthur,eightinks ag,eightinks ag,1567189.0,CHE413758373,Winterthur
2022-09-14,Vamoz AG,40'000,Convertible loan,Zürich,vamoz ag,vamoz ag,1563576.0,CHE489454994,Risch
2022-09-14,vyzn AG,Undisclosed,Grant,Zürich,vyzn ag,vyzn ag,1544541.0,CHE382539063,Zürich
2022-09-14,AtlasVR AG,40'000,Convertible loan,Flüelen,atlasvr ag,atlasvr ag,1517716.0,CHE391333678,Flüelen
2022-09-15,Kuros Biosciences AG,6'000'000,Equity,Schlieren,kuros biosciences ag,kuros biosciences ag,351842.0,CHE104785642,Schlieren
2022-09-19,matriq AG,4'200'000,Equity,St. Gallen,matriq ag,matriq ag,1412516.0,CHE390940924,St. Gallen
2022-09-20,ExerGo SA,3'200'000,Equity,Yverdon-les-bains,exergo sa,exergo sa,1353380.0,CHE449975270,Yverdon-les-Bains
2022-09-20,Lyfegen HealthTech AG,7'896'400,Equity,Basel,lyfegen healthtech ag,lyfegen healthtech ag,1367985.0,CHE344521168,Basel
2022-09-20,Avelo AG,2'200'000,Equity,Schlieren,avelo ag,avelo ag,1456812.0,CHE316141151,Schlieren
2022-09-21,Ledgy AG,22'000'000,Equity,Zurich,ledgy ag,ledgy ag,1312631.0,CHE261454963,Zürich
2022-09-21,Nanolive SA,2'176'000,Equity,Tolochenaz,nanolive sa,nanolive sa,1160125.0,CHE344780741,Tolochenaz
2022-09-21,MARK Investment Holding AG,100'000,Convertible loan,Zug,mark investment holding ag,mark investment holding ag,1482227.0,CHE317401567,Zug
2022-09-21,Ocumeda AG,100'000,Convertible loan,Riedt bei Erlen,ocumeda ag,ocumeda ag,1415715.0,CHE433664249,Erlen
2022-09-21,Hedera Dx SA,13'356'618,Equity,Epalinges,hedera dx sa,hedera dx sa,1494610.0,CHE330109790,Epalinges
2022-09-21,Aukera Therapeutics GmbH,100'000,Convertible loan,Basel,aukera therapeutics gmbh,aukera therapeutics gmbh,1507801.0,CHE277689271,Basel
2022-09-22,Composite Recycling SA,100'000,Convertible loan,Ecublens,composite recycling sa,composite recycling sa,1495056.0,CHE297144945,Ecublens (VD)
2022-09-22,Scailyte AG,6'000'000,Equity,Basel,scailyte ag,scailyte ag,1309761.0,CHE373612844,Basel
2022-09-27,Gaia Tech AG,10'000,Grant,Bern,gaia tech ag,gaia tech ag,1467787.0,CHE197254639,Bern
2022-09-27,Rapidata AG,10'000,Grant,Zürich,rapidata ag,rapidata ag,1586989.0,CHE488630797,Zürich
2022-09-27,InkVivo Technologies SA,10'000,Grant,Viganello,inkvivo technologies sa,inkvivo technologies sa,1571884.0,CHE252251912,Lugano
2022-09-27,Seprify AG,10'000,Grant,Marly,seprify ag,seprify ag,1556317.0,CHE304999902,Marly
2022-09-28,IsoSpec Analytics SA,40'000,Convertible loan,Denens,isospec analytics sa,isospec analytics sa,1558020.0,CHE201826759,Denens
2022-09-28,irmos technologies AG,40'000,Convertible loan,Zürich,irmos technologies ag,irmos technologies ag,1575124.0,CHE383512167,Zürich
2022-09-28,SUNAXER SA,150'000,Convertible loan,Lausanne,sunaxer sa,sunaxer sa,1575939.0,CHE307557558,Renens (VD)
2022-09-28,Taskbase AG,1'300'000,Equity,Zürich,taskbase ag,taskbase ag,1231988.0,CHE255736867,Zürich
2022-09-28,Resilient SA,Undisclosed,Convertible loan,Lausanne,resilient sa,resilient sa,1296008.0,CHE343059581,Lausanne
2022-09-28,ASTRA Therapeutics AG,40'000,Convertible loan,Villigen,astra therapeutics ag,astra therapeutics ag,1394236.0,CHE157342527,Villigen
2022-09-30,NXI Therapeutics AG,283'000,Loan,Basel,nxi therapeutics ag,nxi therapeutics ag,1486330.0,CHE267247256,Basel
2022-09-30,Perseo pharma AG,3'200'000,Equity,Muttenz,perseo pharma ag,perseo pharma ag,1387103.0,CHE492603214,Muttenz
2022-09-30,IMAI MedTech GmbH,130'000,Grant,Schlieren,imai medtech gmbh,imai medtech gmbh,1629820.0,CHE308576357,Schlieren
2022-09-30,Noriware AG,100'000,Grant,Lupfig,noriware ag,noriware ag,1556984.0,CHE316234404,Lupfig
2022-10-01,Sparrow Analytics SA,550'000,Equity,Chavannes-de-Bogis,sparrow analytics sa,sparrow analytics sa,1477368.0,CHE386358247,Chavannes-de-Bogis
2022-10-01,OneTwenty AG,Undisclosed,Revenue,Zürich,onetwenty ag,onetwenty ag,1519058.0,CHE370842046,Zürich
2022-10-01,Syntheticus AG,Undisclosed,Equity,Dietikon,syntheticus ag,syntheticus ag,1494786.0,CHE444837962,Dietikon
2022-10-01,Emissium SA,10'000,Grant,Sion,emissium sa,emissium sa,1590510.0,CHE465831014,Sion
2022-10-04,PreComb Therapeutics AG,1'300'000,Equity,Hombrechtikon,precomb therapeutics ag,precomb therapeutics ag,1337796.0,CHE371974816,Hombrechtikon
2022-10-04,Araris Biotech AG,23'952'720,Equity,Au,araris biotech ag,araris biotech ag,1380155.0,CHE134399290,Wädenswil
2022-10-04,Resilient SA,876'000,Grant,Lausanne,resilient sa,resilient sa,1296008.0,CHE343059581,Lausanne
2022-10-05,Simon & Josef GmbH,100'000,Convertible loan,Giffers,simon & josef gmbh,simon & josef gmbh,1445915.0,CHE316451025,Giffers
2022-10-05,WattAnyWhere SA,100'000,Convertible loan,Sion,wattanywhere sa,wattanywhere sa,1508173.0,CHE219506774,Sion
2022-10-05,EVOLY Sàrl,100'000,Convertible loan,Chavannes-près-Renens,evoly sàrl,evoly sàrl,1496496.0,CHE158738299,Chavannes-près-Renens
2022-10-06,flowbone SA,2'100'000,Equity,Lausanne,flowbone sa,flowbone sa,1446768.0,CHE227813793,Ecublens (VD)
2022-10-07,Worn Again Switzerland AG,30'737'145,Equity,Zürich,worn again switzerland ag,worn again switzerland ag,1552230.0,CHE449758809,Zürich
2022-10-10,Correntics AG,150'000,Convertible loan,Zürich,correntics ag,correntics ag,1499676.0,CHE408956499,Zürich
2022-10-11,FANtium AG,1'942'300,Equity,Zug,fantium ag,fantium ag,1547447.0,CHE355366759,Zug
2022-10-11,ORamaVR SA,2'300'000,Grant,Plan-les-Ouates,oramavr sa,oramavr sa,1441827.0,CHE478871980,Plan-les-Ouates
2022-10-13,Carvolution AG,16'200'000,Equity,Bannwil,carvolution ag,carvolution ag,1341384.0,CHE145386618,Bannwil
2022-10-13,KetoSwiss AG,4'017'680,Equity,Basel,ketoswiss ag,ketoswiss ag,1318006.0,CHE231812006,Basel
2022-10-14,OVOMIND SA,1'606'536,Equity,Plan-les-Ouates,ovomind sa,ovomind sa,1516332.0,CHE369456529,Plan-les-Ouates
2022-10-14,DAAV SA,100'000,Loan,Biel,daav sa,daav sa,1364690.0,CHE455367989,Biel/Bienne
2022-10-14,ArcoScreen SA,100'000,Loan,Lausanne,arcoscreen sa,arcoscreen sa,1496051.0,CHE265506926,Lausanne
2022-10-17,SwissInspect Sàrl,100'000,Loan,Lausanne,swissinspect sàrl,swissinspect sàrl,1489558.0,CHE437795436,Ecublens (VD)
2022-10-18,Archimethod SA,500'000,Grant,Comano,archimethod sa,archimethod sa,1485542.0,CHE356070089,Comano
2022-10-18,Anokion SA,35'000'000,Equity,Ecublens,anokion sa,anokion sa,975086.0,CHE115511362,Ecublens (VD)
2022-10-18,CSky SA,10'000,Grant,Prilly,csky sa,csky sa,1585351.0,CHE208898501,Prilly
2022-10-18,Inverto Earth AG,10'000,Grant,Hilterfingen,inverto earth ag,inverto earth ag,1553760.0,CHE207407361,Hilterfingen
2022-10-18,aspaara AG,2'000'000,Equity,Zürich,aspaara ag,aspaara ag,1214005.0,CHE197115469,Zürich
2022-10-19,vestr AG,10'000'000,Equity,Zug,vestr ag,vestr ag,1329772.0,CHE407704104,Zug
2022-10-19,a-metal AG,40'000,Convertible loan,Zürich,a-metal ag,a-metal ag,1579871.0,CHE177137700,Zürich
2022-10-19,i2 invest AG,3'800'000,Equity,Zug,i2 invest ag,i2 invest ag,1310232.0,CHE461578158,Zug
2022-10-20,Swiss Ocean Tech AG,3'500'000,Equity,Bremgarten,swiss ocean tech ag,swiss ocean tech ag,1136707.0,CHE209150204,Bremgarten (AG)
2022-10-20,VectivBio AG,125'000'000,Equity,Basel,vectivbio ag,vectivbio ag,1394788.0,CHE242508908,Basel
2022-10-21,Swiss Ocean Tech AG,1'500'000,Equity,Bremgarten,swiss ocean tech ag,swiss ocean tech ag,1136707.0,CHE209150204,Bremgarten (AG)
2022-10-23,DeepPsy AG,150'000,Convertible loan,Zollikerberg,deeppsy ag,deeppsy ag,1500872.0,CHE390591982,Zollikon
2022-10-26,CryoThermo 4.0 Sàrl,15'000,Grant,Courroux,cryothermo 4.0 sàrl,cryothermo 4.0 sàrl,1528520.0,CHE354871888,Courroux
2022-10-26,neon Switzerland AG,6'000'000,Equity,Zürich,neon switzerland ag,neon switzerland ag,1315637.0,CHE318873822,Zürich
2022-10-26,LatticeFlow AG,12'000'000,Equity,Zürich,latticeflow ag,latticeflow ag,1445537.0,CHE446584588,Zürich
2022-10-27,CYSEC SA,2'000'000,Equity,Lausanne,cysec sa,cysec sa,1351189.0,CHE437976854,Ecublens (VD)
2022-10-27,Sleepiz AG,800'000,Grant,Zurich,sleepiz ag,sleepiz ag,1333327.0,CHE416105434,Zürich
2022-10-27,Egonym AG,Undisclosed,Equity,Zürich,egonym ag,egonym ag,1513298.0,CHE438028983,Zürich
2022-10-27,viboo AG,10'000,Award,Dübendorf,viboo ag,viboo ag,1530550.0,CHE386795754,Dübendorf
2022-10-28,Onocoy Services AG,100'000,Equity,Hünenberg See,onocoy services ag,onocoy services ag,1560924.0,CHE229528990,Hünenberg
2022-10-28,Positrigo AG,5'500'000,Equity,Zurich,positrigo ag,positrigo ag,1359053.0,CHE139990987,Zürich
2022-10-30,SensorX Solutions GmbH,200'000,Grant,Sarnen,sensorx solutions gmbh,sensorx solutions gmbh,1602814.0,CHE323567503,Alpnach
2022-10-31,Aerospec SA,100'000,Grant,Lausanne,aerospec sa,aerospec sa,1620675.0,CHE287401394,Ecublens (VD)
2022-10-31,TerraRad Tech AG,100'000,Convertible loan,Zürich,terrarad tech ag,terrarad tech ag,1459950.0,CHE147111794,Zürich
2022-11-01,Cassio-P SA,10'000,Grant,Morges,cassio-p sa,cassio-p sa,1622292.0,CHE229407085,Neuchâtel
2022-11-01,Elythor SA,10'000,Grant,Lausanne,elythor sa,elythor sa,1630306.0,CHE410936299,Lausanne
2022-11-01,Gaia Tech AG,85'000,Award,Bern,gaia tech ag,gaia tech ag,1467787.0,CHE197254639,Bern
2022-11-01,Aseptuva AG,85'000,Award,Bern,aseptuva ag,aseptuva ag,1469109.0,CHE386976333,Bern
2022-11-01,TOSA swisstech SA,85'000,Award,Courroux,tosa swisstech sa,tosa swisstech sa,1464166.0,CHE414912381,Delémont
2022-11-01,AlpinaSana AG,1'000'000,Grant,Zurich,alpinasana ag,alpinasana ag,1642692.0,CHE362404112,Zürich
2022-11-01,Doppl SA,100'000,Loan,Ecublens AG,doppl sa,doppl sa,1529432.0,CHE328618421,Ecublens (VD)
2022-11-01,Unlyme SA,425'000,Equity,Lausanne,unlyme sa,unlyme sa,1551691.0,CHE298040952,Lausanne
2022-11-01,Planeto SA,50'000,Grant,Plan-les-Ouates,planeto sa,planeto sa,1604794.0,CHE405302338,Plan-les-Ouates
2022-11-01,Synthara AG,Undisclosed,Grant,Zürich,synthara ag,synthara ag,1392956.0,CHE165140121,Zürich
2022-11-01,Tide Ocean SA,1'000'000,Equity,Lengnau,tide ocean sa,tide ocean sa,1410360.0,CHE138803657,Lengnau (BE)
2022-11-01,Inteeth SA,50'000,Grant,Geneva,inteeth sa,inteeth sa,1657442.0,CHE473720078,Genève
2022-11-01,Openversum GmbH,85'000,Award,Schlieren,openversum gmbh,openversum gmbh,1576191.0,CHE381871402,Schlieren
2022-11-02,STEVmotion Sàrl,40'000,Convertible loan,Mathod,stevmotion sàrl,stevmotion sàrl,1551860.0,CHE490053805,Mathod
2022-11-02,apheros AG,40'000,Convertible loan,Zürich ETH-Hönggerberg,apheros ag,apheros ag,1602157.0,CHE341928007,Zürich
2022-11-02,macu4 AG,700'000,Equity,Zürich,macu4 ag,macu4 ag,1491428.0,CHE301889074,Zürich
2022-11-04,FlecheTech SàRL,10'310,Revenue,Biel,flechetech sàrl,flechetech sàrl,1507079.0,CHE273159815,Biel/Bienne
2022-11-08,PRODUCER AG,500'000,Equity,Zurich,producer ag,producer ag,1530137.0,CHE182350903,Zürich
2022-11-09,Biosimo AG,300'000,Equity,Zürich ETH-Hönggerberg,biosimo ag,biosimo ag,1535874.0,CHE275849546,Zürich
2022-11-09,Beekeeper AG,50'000'000,Equity,Zürich,beekeeper ag,beekeeper ag,1052705.0,CHE463727038,Zürich
2022-11-09,MinWave Technologies SA,100'000,Convertible loan,Crissier,minwave technologies sa,minwave technologies sa,1485371.0,CHE453826733,Crissier
2022-11-09,School Rebound SA,100'000,Convertible loan,Ecublens,school rebound sa,school rebound sa,1470906.0,CHE382422099,Vevey
2022-11-10,Resmonics AG,20'000,Award,Zürich,resmonics ag,resmonics ag,1458593.0,CHE202528017,Zürich
2022-11-11,aleno AG,4'500'000,Equity,Zürich,aleno ag,aleno ag,1188900.0,CHE485892958,Zürich
2022-11-11,Navignostics AG,7'500'000,Equity,Horgen,navignostics ag,navignostics ag,1530539.0,CHE325190579,Horgen
2022-11-11,AtlasVR AG,75'000,Award,Flüelen,atlasvr ag,atlasvr ag,1517716.0,CHE391333678,Flüelen
2022-11-11,HammerDrum AG,25'000,Award,Zug,hammerdrum ag,hammerdrum ag,1534941.0,CHE262201821,Zug
2022-11-15,a-metal AG,4'000,Award,Zürich,a-metal ag,a-metal ag,1579871.0,CHE177137700,Zürich
2022-11-16,Novigenix SA,19'177'100,Equity,Epalinges,novigenix sa,novigenix sa,1200853.0,CHE496504999,Epalinges
2022-11-17,ASPIVIX SA,4'792'150,Equity,Epalinges,aspivix sa,aspivix sa,1228346.0,CHE347247288,Epalinges
2022-11-17,Cradle Switzerland AG,5'399'101,Equity,Kilchberg ZH,cradle switzerland ag,cradle switzerland ag,1511869.0,CHE242613497,Kilchberg (ZH)
2022-11-22,Ascento AG,10'000,Grant,Zürich,ascento ag,ascento ag,1574661.0,CHE212774842,Zürich
2022-11-22,qCella AG,10'000,Grant,Zürich,qcella ag,qcella ag,1606201.0,CHE426014365,Zürich
2022-11-23,Farmy AG,6'000'000,Equity,Zürich,farmy ag,farmy ag,1183930.0,CHE269624022,Zürich
2022-11-23,Alter Ego Technologies AG,40'000,Convertible loan,Zurich,alter ego technologies ag,alter ego technologies ag,1574659.0,CHE365655685,Zürich
2022-11-23,CompagOs AG,40'000,Convertible loan,Hünenberg,compagos ag,compagos ag,1603594.0,CHE130673718,Hünenberg
2022-11-24,Spirecut SA,5'000,Grant,4132 Muttenz,spirecut sa,spirecut sa,1435763.0,CHE209831310,Muttenz
2022-11-26,Voltiris SA,1'400'000,Equity,Lausanne,voltiris sa,voltiris sa,1529262.0,CHE318703048,Epalinges
2022-11-29,deskbird AG,1'500'000,Equity,St.Gallen,deskbird ag,deskbird ag,1451161.0,CHE193964133,St. Gallen
2022-11-30,MARK Investment Holding AG,1'168'000,Equity,Zug,mark investment holding ag,mark investment holding ag,1482227.0,CHE317401567,Zug
2022-11-30,qCella AG,130'000,Grant,Zürich,qcella ag,qcella ag,1606201.0,CHE426014365,Zürich
2022-11-30,Volumina Medical SA,500'000,Loan,Epalinges,volumina medical sa,volumina medical sa,1333403.0,CHE211907572,Epalinges
2022-11-30,Isochronic AG,Undisclosed,Award,Denges,isochronic ag,isochronic ag,1452214.0,CHE218280886,Denges
2022-12-01,Divea SA,30'000,Grant,Sion,divea sa,divea sa,1639325.0,CHE380261394,Sion
2022-12-01,Beyond Scroll SA,30'000,Grant,Lausanne,beyond scroll sa,beyond scroll sa,1596207.0,CHE434129131,Lausanne
2022-12-01,Elythor SA,100'000,Grant,Lausanne,elythor sa,elythor sa,1630306.0,CHE410936299,Lausanne
2022-12-01,Synature SA,20'000,Loan,Lausanne,synature sa,synature sa,1645764.0,CHE139559595,Ecublens (VD)
2022-12-01,VunaNexus AG,Undisclosed,Grant,Küsnacht,vunanexus ag,vunanexus ag,1544965.0,CHE340623947,Küsnacht (ZH)
2022-12-01,Anevo AG,150'000,Grant,Zürich,anevo ag,anevo ag,1624648.0,CHE161434664,Zürich
2022-12-01,Limula SA,800'000,Grant,La Tour-de-Peilz,limula sa,limula sa,1459463.0,CHE409279000,La Tour-de-Peilz
2022-12-05,irmos technologies AG,2'500,Award,Zürich,irmos technologies ag,irmos technologies ag,1575124.0,CHE383512167,Zürich
2022-12-05,Loft Dynamics AG,18'650'600,Equity,Schaffhausen,loft dynamics ag,loft dynamics ag,1277804.0,CHE131107918,Dübendorf
2022-12-06,Saporo SA,3'939'400,Equity,Lausanne,saporo sa,saporo sa,1482164.0,CHE455084735,Lausanne
2022-12-07,Rhovica Neuroimaging AG,100'000,Convertible loan,Bern,rhovica neuroimaging ag,rhovica neuroimaging ag,1572764.0,CHE360994571,Bern
2022-12-07,NexMR AG,100'000,Convertible loan,Schlieren,nexmr ag,nexmr ag,1539209.0,CHE461095635,Schlieren
2022-12-08,Novostia SA,1'000'000,Equity,Epalinges,novostia sa,novostia sa,1302856.0,CHE217252137,Epalinges
2022-12-12,PeriVision SA,40'000,Grant,Epalinges,perivision sa,perivision sa,1528855.0,CHE336028606,Epalinges
2022-12-12,Calvin Risk AG,1'500'000,Equity,Kloten,calvin risk ag,calvin risk ag,1549783.0,CHE385869120,Kloten
2022-12-13,EVIIVE AG,10'000,Grant,Obfelden,eviive ag,eviive ag,1667984.0,CHE250572156,Obfelden
2022-12-13,OPTIML AG,10'000,Grant,Zürich,optiml ag,optiml ag,1556930.0,CHE178002184,Zürich
2022-12-13,Yumame Foods AG,10'000,Grant,Küsnacht ZH,yumame foods ag,yumame foods ag,1475843.0,CHE142240504,Küsnacht (ZH)
2022-12-13,breathe medical AG,10'000,Grant,Zürich ETH-Zentrum,breathe medical ag,breathe medical ag,1599027.0,CHE146803228,Zürich
2022-12-13,Daphne Technology SA,3'000'000,Equity,St-Sulpice VD,daphne technology sa,daphne technology sa,1332560.0,CHE379398394,Saint-Sulpice (VD)
2022-12-13,Insolight SA,4'850'000,Equity,Renens/Vaud,insolight sa,insolight sa,1234216.0,CHE400193929,Renens (VD)
2022-12-13,Chiral Nano AG,10'000,Grant,Zürich ETH-Zentrum,chiral nano ag,chiral nano ag,1594586.0,CHE482446338,Dübendorf
2022-12-14,Seprify AG,40'000,Convertible loan,Marly,seprify ag,seprify ag,1556317.0,CHE304999902,Marly
2022-12-14,SolidWatts SA,40'000,Convertible loan,Pully,solidwatts sa,solidwatts sa,1559059.0,CHE199078187,Pully
2022-12-14,CompPair Technologies SA,500'000,Loan,Lausanne,comppair technologies sa,comppair technologies sa,1421625.0,CHE298133861,Ecublens (VD)
2022-12-14,Gaia Tech AG,40'000,Convertible loan,Bern,gaia tech ag,gaia tech ag,1467787.0,CHE197254639,Bern
2022-12-14,Oxyle AG,3'000'000,Equity,Schlieren,oxyle ag,oxyle ag,1435657.0,CHE321134429,Schlieren
2022-12-14,Sestante Analytics AG,475'688,Grant,Bern,sestante analytics ag,sestante analytics ag,1554646.0,CHE152984842,Bern
2022-12-14,catchfree AG,Undisclosed,Grant,Appenzell,catchfree ag,catchfree ag,1653426.0,CHE444365638,Appenzell
2022-12-14,NLS Pharmaceutics AG,10'000'000,Revenue,Stans,nls pharmaceutics ag,nls pharmaceutics ag,1224699.0,CHE447067367,Kloten
2022-12-15,KEMARO AG,5'000'000,Equity,Eschlikon,kemaro ag,kemaro ag,1273878.0,CHE248424032,Eschlikon
2022-12-15,SYNHELION SA,22'000'000,Equity,8008 Zürich,synhelion sa,synhelion sa,1264237.0,CHE381089666,Lugano
2022-12-15,ShareP AG,Undisclosed,Convertible loan,Zurich,sharep ag,sharep ag,1449622.0,CHE458596730,Zürich
2022-12-15,Topadur Pharma AG,3'000'000,Equity,Schlieren,topadur pharma ag,topadur pharma ag,1214982.0,CHE481951668,Schlieren
2022-12-15,RatioX sàrl,85'000,Grant,Lausanne,ratiox sàrl,ratiox sàrl,1319993.0,CHE467743289,Lausanne
2022-12-15,Bottneuro AG,4'000'000,Equity,Basel,bottneuro ag,bottneuro ag,1469940.0,CHE461073272,Basel
2022-12-16,fair bridge AG,Undisclosed,Equity,Schindellegi,fair bridge ag,fair bridge ag,1566403.0,CHE464219520,Feusisberg
2022-12-19,Zaphiro Technologies SA,6'400'000,Equity,1020 Renens,zaphiro technologies sa,zaphiro technologies sa,1300209.0,CHE226533718,Renens (VD)
2022-12-19,Resistell AG,8'500'000,Equity,Muttenz,resistell ag,resistell ag,1344634.0,CHE216435333,Muttenz
2022-12-20,Floating Robotics AG,35'000,Grant,Schlieren,floating robotics ag,floating robotics ag,1589427.0,CHE388582726,Schlieren
2022-12-20,Fixposition AG,Undisclosed,Equity,Schlieren,fixposition ag,fixposition ag,1315883.0,CHE309584247,Schlieren
2022-12-21,PB&B SA,210'000,Grant,Lausanne,pb&b sa,pb&b sa,1164831.0,CHE180364998,Lausanne
2022-12-22,greenTEG AG,10'000'000,Equity,Rümlang,greenteg ag,greenteg ag,950632.0,CHE114960906,Rümlang
2022-12-22,Rapidata AG,20'000,Convertible loan,Zürich,rapidata ag,rapidata ag,1586989.0,CHE488630797,Zürich
2022-12-22,Flybotix SA,5'500'000,Equity,Renens,flybotix sa,flybotix sa,1377802.0,CHE352588973,Renens (VD)
2022-12-29,LEM Surgical AG,8'700'000,Equity,Bern,lem surgical ag,lem surgical ag,1494041.0,CHE297293829,Bern
2022-12-31,Zélo SA,80'000,Equity,Gland,zélo sa,zélo sa,1468641.0,CHE243970474,Gland
2022-12-31,AMP IT SA,450'000,Convertible loan,Satigny,amp it sa,amp it sa,1471297.0,CHE398067199,Satigny
